	Word	PoS	FrSp		LogLike	FrWr
	stretched	Verb	6	-	162.2	22
	champions	NoC	3	-	162.2	16
	control	Verb	28	-	162.2	55
	Cleveland	NoP	4	-	162.2	18
	practitioner	NoC	1	-	162.2	12
	accessible	Adj	4	-	162.2	18
	republican	NoC	1	-	162.1	13
	determined	Adj	4	-	161.8	18
	story	NoC	95	-	161.8	141
	statements	NoC	20	-	161.8	44
	touch	NoC	19	-	161.7	44
	intact	Adj	2	-	161.6	14
	Anna	NoP	10	-	161.6	30
	unnecessary	Adj	5	-	161.6	20
	gathered	Verb	9	-	161.5	27
	cab	NoC	3	-	161.5	17
	underneath	Adv	21	+	161.5	7
	incorporated	Verb	5	-	161.5	20
	Victorian	Adj	9	-	161.5	27
	attraction	NoC	3	-	161.4	16
	posh	Adj	13	+	161.2	3
	mystery	NoC	7	-	161.2	24
	in between	Prep	11	+	161.0	2
	refusing	Verb	3	-	161.0	15
	produces	Verb	9	-	161.0	27
	sigh	NoC	1	-	160.9	12
	retreat	NoC	1	-	160.9	11
	ambitious	Adj	3	-	160.8	17
	conversion	NoC	6	-	160.8	23
	damn	Adj	18	+	160.8	5
	pregnancy	NoC	3	-	160.8	17
	bare	Adj	7	-	160.7	24
	prior	Adj	2	-	160.7	14
	perceived	Verb	4	-	160.6	19
	enter	Verb	28	-	160.5	56
	achieve	Verb	39	-	160.3	71
	handed	Verb	16	-	160.3	38
	Americas	NoP	0	-	160.3	10
	lit	Verb	7	-	160.2	25
	respondents	NoC	1	-	160.1	12
	examinations	NoC	3	-	160.1	16
	scientist	NoC	6	-	160.1	22
	molecular	Adj	2	-	160.1	15
	eagle	NoC	2	-	160.0	14
	probable	Adj	2	-	159.9	13
	handsome	Adj	4	-	159.8	18
	farmers	NoC	26	-	159.7	53
	narrative	NoC	1	-	159.6	12
	conclusions	NoC	8	-	159.6	26
	provoked	Verb	1	-	159.6	12
	estimated	Adj	4	-	159.5	18
	tried	Verb	107	-	159.4	155
	array	NoC	1	-	159.4	13
	applicant	NoC	2	-	159.4	14
	painter	NoC	2	-	159.4	14
	decisive	Adj	2	-	159.4	14
	cultures	NoC	4	-	159.3	18
	El	NoP-	2	-	159.3	13
	bitter	Adj	8	-	159.3	26
	terrace	NoC	5	-	159.3	20
	vessels	NoC	3	-	159.3	17
	reform	NoC	29	-	159.2	57
	in search of	Prep	1	-	159.1	11
	Brazil	NoP	4	-	159.1	18
	colony	NoC	1	-	159.0	12
	located	Verb	9	-	159.0	27
	agents	NoC	17	-	159.0	40
	favourable	Adj	3	-	159.0	16
	poverty	NoC	13	-	158.8	33
	incident	NoC	17	-	158.7	39
	Korean	Adj	2	-	158.6	13
	emphasised	Verb	2	-	158.6	13
	Governor	NoC	8	-	158.5	25
	Bishop	NoP	5	-	158.4	20
	entirely	Adv	40	-	158.4	72
	message	NoC	41	-	158.4	73
	study	Verb	12	-	158.4	32
	computing	NoC	5	-	158.3	21
	film	NoC	66	-	158.3	105
	brackets	NoC	18	+	158.3	5
	iranian	Adj	0	-	158.2	10
	brief	Adj	24	-	158.1	50
	reinforced	Verb	2	-	158.1	14
	prolonged	Adj	1	-	158.1	11
	conspiracy	NoC	1	-	158.1	12
	Somerset	NoP	2	-	158.0	14
	quote	NoC	14	+	157.9	4
	frame	NoC	13	-	157.8	34
	characteristic	NoC	2	-	157.8	15
	overcome	Verb	9	-	157.7	28
	ozone	NoC	2	-	157.5	14
	aids	NoC	13	-	157.5	34
	ways	NoC	106	-	157.4	154
	verdict	NoC	3	-	157.3	16
	english	NoC	50	-	157.2	85
	sheer	Adj	6	-	157.2	22
	absorption	NoC	1	-	157.2	11
	strings	NoC	3	-	157.1	16
	woodland	NoC	1	-	157.1	11
	spread	Verb	23	-	157.1	49
	soul	NoC	12	-	156.8	32
	Nato	NoP	3	-	156.8	16
	bin	NoC	20	+	156.6	7
	in response to	Prep	6	-	156.6	22
	secular	Adj	1	-	156.6	11
	sword	NoC	3	-	156.4	16
	ratio	NoC	11	-	156.4	31
	trend	NoC	10	-	156.4	28
	appearances	NoC	2	-	156.3	13
	understand	Verb	203	+	156.2	149
	failing	Verb	7	-	156.2	23
	day-to-day	Adj	1	-	156.2	10
	surprising	Adj	16	-	156.2	37
	monopoly	NoC	4	-	156.1	18
	Ellis	NoP	1	-	156.1	11
	weakness	NoC	4	-	155.9	19
	attract	Verb	9	-	155.8	27
	commissioned	Verb	3	-	155.8	15
	explosion	NoC	4	-	155.7	18
	commander	NoC	6	-	155.7	21
	fuel	NoC	20	-	155.5	44
	Lebanon	NoP	1	-	155.5	12
	diagnosis	NoC	4	-	155.5	19
	Bristol	NoP	11	-	155.5	31
	officially	Adv	5	-	155.4	20
	mothers	NoC	14	-	155.3	35
	remind	Verb	35	+	155.2	15
	Angeles	NoP-	1	-	155.1	12
	sphere	NoC	2	-	155.1	14
	waters	NoC	7	-	155.1	24
	kings	NoC	3	-	155.0	16
	scheduled	Verb	3	-	155.0	15
	lease	NoC	6	-	154.8	23
	le	Fore	1	-	154.8	12
	matched	Verb	3	-	154.7	16
	extraordinary	Adj	12	-	154.7	31
	legend	NoC	2	-	154.7	14
	due	Adj	45	-	154.7	78
	meet	Verb	99	-	154.6	145
	Canadian	Adj	3	-	154.6	16
	stuck	Adj	28	+	154.5	11
	delivered	Verb	13	-	154.5	33
	habitat	NoC	1	-	154.4	11
	disputes	NoC	3	-	154.3	15
	persuaded	Verb	6	-	154.2	23
	closer	Adv	9	-	154.2	28
	implied	Verb	4	-	154.1	17
	MacMillan	NoP	1	-	154.1	10
	emotions	NoC	5	-	154.0	21
	breasts	NoC	2	-	154.0	14
	road	NoC	336	+	154.0	266
	definitions	NoC	2	-	154.0	15
	button	NoC	33	+	153.9	15
	comparisons	NoC	2	-	153.8	14
	criticised	Verb	2	-	153.8	14
	old fashioned	Adj	10	+	153.7	2
	violent	Adj	11	-	153.7	30
	alike	Adv	2	-	153.6	13
	pm	Adv	1	-	153.5	12
	centred	Verb	2	-	153.5	14
	reflecting	Verb	3	-	153.3	16
	maintaining	Verb	7	-	153.2	23
	awards	NoC	8	-	153.0	25
	burial	NoC	1	-	152.9	10
	orthodox	Adj	2	-	152.9	13
	explored	Verb	2	-	152.9	14
	tale	NoC	7	-	152.8	23
	explicitly	Adv	2	-	152.7	14
	employed	Verb	25	-	152.7	51
	substance	NoC	7	-	152.7	24
	organisational	Adj	1	-	152.6	11
	eventually	Adv	59	-	152.6	95
	drugs	NoC	29	-	152.5	56
	assessed	Verb	7	-	152.5	23
	contact	Verb	20	-	152.5	44
	adoption	NoC	4	-	152.4	17
	efficient	Adj	19	-	152.3	42
	rendered	Verb	1	-	152.3	10
	Kent	NoP	10	-	152.3	28
	maturity	NoC	3	-	152.2	15
	devised	Verb	2	-	152.1	15
	Harris	NoP	6	-	152.1	21
	despair	NoC	2	-	151.9	14
	promote	Verb	13	-	151.9	34
	commentators	NoC	1	-	151.9	11
	mechanism	NoC	12	-	151.8	31
	Rory	NoP	1	-	151.8	11
	observations	NoC	7	-	151.8	23
	contribution	NoC	29	-	151.7	56
	ambassador	NoC	2	-	151.7	13
	exotic	Adj	2	-	151.7	13
	junior	Adj	11	-	151.7	30
	shapes	NoC	6	-	151.6	21
	bypass	NoC	16	+	151.4	4
	deputies	NoC	2	-	151.4	13
	Gilbert	NoP	1	-	151.3	12
	paths	NoC	3	-	151.3	15
	gravy	NoC	10	+	151.2	2
	Watson	NoP	2	-	151.1	13
	summoned	Verb	1	-	151.0	10
	vessel	NoC	3	-	151.0	15
	volumes	NoC	4	-	151.0	18
	play	Verb	194	+	150.9	143
	reconstruction	NoC	1	-	150.9	12
	dark	NoC	13	-	150.7	33
	last	Ord	788	+	150.6	680
	Maurice	NoP	1	-	150.5	12
	absorbed	Verb	3	-	150.5	16
	seat	NoC	36	-	150.4	65
	shortly	Adv	18	-	150.4	41
	dignity	NoC	2	-	150.3	14
	disappointment	NoC	3	-	150.3	17
	neighbouring	Adj	3	-	150.3	15
	arises	Verb	5	-	150.1	19
	planning	Verb	27	-	150.1	53
	Butler	NoP	1	-	150.1	12
	amusement	NoC	1	-	150.1	11
	withdrew	Verb	1	-	150.1	11
	working	Adj	34	-	149.9	63
	corruption	NoC	3	-	149.9	16
	fibre	NoC	3	-	149.9	17
	increase	Verb	44	-	149.9	76
	minor	Adj	24	-	149.7	49
	crop	NoC	3	-	149.6	16
	accommodation	NoC	22	-	149.6	46
	finds	Verb	12	-	149.6	31
	Chris	NoP	70	+	149.5	42
	owned	Verb	16	-	149.5	38
	Patrick	NoP	12	-	149.5	32
	organisers	NoC	1	-	149.3	12
	Argentina	NoP	1	-	149.3	11
	pool	NoC	23	-	149.3	47
	restrictions	NoC	11	-	149.1	29
	ahead of	Prep	10	-	149.1	28
	travelled	Verb	7	-	149.0	24
	symbol	NoC	5	-	149.0	19
	expert	NoC	19	-	149.0	42
	relied	Verb	2	-	148.9	14
	identify	Verb	27	-	148.9	53
	genius	NoC	1	-	148.9	12
	remarkably	Adv	3	-	148.9	16
	programs	NoC	5	-	148.7	19
	contest	NoC	3	-	148.7	15
	electronics	NoC	3	-	148.7	16
	difficulty	NoC	37	-	148.7	66
	informed	Verb	14	-	148.6	35
	stuck	Verb	41	+	148.5	20
	happiness	NoC	4	-	148.5	18
	Welsh	Adj	18	-	148.5	40
	marginal	Adj	7	-	148.5	23
	approached	Verb	12	-	148.5	31
	trends	NoC	7	-	148.5	23
	Samuel	NoP	3	-	148.2	15
	strain	NoC	7	-	148.1	24
	provided that	Conj	1	-	148.1	12
	definition	NoC	25	-	148.1	51
	Gorbachev	NoP	5	-	148.1	19
	change	Verb	160	+	148.0	114
	fear	Verb	9	-	148.0	27
	certain	Adj	169	-	147.9	226
	characterized	Verb	1	-	147.8	10
	phoning	Verb	11	+	147.8	2
	roots	NoC	9	-	147.7	27
	committed	Verb	24	-	147.7	48
	initiative	NoC	17	-	147.7	39
	map	NoC	19	-	147.5	42
	wings	NoC	9	-	147.5	26
	Vietnam	NoP	5	-	147.4	20
	Mrs	NoC	150	-	147.4	204
	Prague	NoP	1	-	147.3	11
	characterised	Verb	1	-	147.3	11
	related	Adj	12	-	147.2	32
	seemingly	Adv	2	-	147.2	13
	producing	Verb	19	-	147.1	42
	emergency	NoC	19	-	147.1	42
	fish	NoC	69	-	146.9	107
	predominantly	Adv	2	-	146.9	14
	servant	NoC	5	-	146.9	19
	wore	Verb	13	-	146.9	32
	saw	Verb	206	-	146.9	268
	occurrence	NoC	1	-	146.8	12
	binding	Verb	1	-	146.8	11
	managed	Verb	46	-	146.8	78
	prospects	NoC	8	-	146.7	24
	chairman	NoC	151	+	146.7	107
	validity	NoC	3	-	146.6	15
	constituted	Verb	1	-	146.5	11
	constantly	Adv	13	-	146.4	33
	managing	Adj	8	-	146.3	24
	squadron	NoC	2	-	146.1	14
	scandal	NoC	3	-	146.1	16
	cricket	NoC	15	-	145.7	35
	actress	NoC	2	-	145.6	12
	handicap	NoC	2	-	145.6	14
	Rachel	NoP	8	-	145.6	24
	madam	NoC	20	+	145.5	7
	serving	Verb	9	-	145.4	27
	relaxed	Verb	2	-	145.4	12
	subjected	Verb	2	-	145.4	14
	Richardson	NoP	1	-	145.3	11
	St	NoC	2	-	145.2	14
	discretion	NoC	6	-	145.2	21
	swallowed	Verb	2	-	145.0	14
	consensus	NoC	5	-	145.0	20
	thereafter	Adv	3	-	145.0	16
	interrupted	Verb	3	-	144.8	15
	documents	NoC	22	-	144.8	46
	festival	NoC	13	-	144.7	33
	senses	NoC	4	-	144.7	17
	housing	Verb	12	-	144.6	30
	developing	Adj	13	-	144.5	33
	excluded	Verb	8	-	144.4	25
	usually	Adv	144	-	144.4	197
	assess	Verb	11	-	144.4	29
	refugees	NoC	6	-	144.3	21
	differentiate	Verb	15	+	144.3	4
	encounter	NoC	1	-	144.2	11
	indicating	Verb	4	-	144.2	17
	compliance	NoC	2	-	144.2	14
	insists	Verb	1	-	144.2	11
	implies	Verb	6	-	144.1	21
	struggled	Verb	3	-	144.1	15
	entrance	NoC	13	-	144.0	33
	electron	NoC	1	-	143.9	10
	jolly	Adv	12	+	143.8	3
	safe	Adj	40	-	143.7	69
	debts	NoC	6	-	143.7	20
	Newman	NoP	1	-	143.7	11
	abroad	Adv	19	-	143.7	42
	tablets	NoC	22	+	143.6	8
	trading	NoC	19	-	143.6	41
	emotion	NoC	4	-	143.6	17
	protests	NoC	2	-	143.5	13
	forum	NoC	5	-	143.4	19
	deficit	NoC	8	-	143.4	25
	replacement	NoC	10	-	143.3	28
	Guinness	NoP	2	-	143.3	14
	whilst	Conj	33	-	143.3	61
	Dutch	Adj	8	-	143.3	25
	research	Verb	3	-	143.2	15
	racial	Adj	3	-	143.2	16
	statutory	Adj	18	-	143.2	40
	heritage	NoC	6	-	143.2	21
	intimate	Adj	1	-	143.1	12
	temporarily	Adv	2	-	143.1	14
	winners	NoC	7	-	143.0	22
	mind	NoC	164	-	143.0	219
	striker	NoC	3	-	142.9	14
	realism	NoC	1	-	142.9	10
	Muslim	Adj	1	-	142.9	10
	Asian	Adj	6	-	142.9	21
	founder	NoC	2	-	142.9	13
	reports	NoC	48	-	142.8	80
	staged	Verb	1	-	142.7	10
	hectares	NoC	19	+	142.7	6
	erosion	NoC	2	-	142.7	13
	colleges	NoC	9	-	142.7	27
	gene	NoC	7	-	142.6	22
	vanished	Verb	1	-	142.6	12
	neither	DetP	12	-	142.6	30
	innocence	NoC	1	-	142.6	11
	shock	NoC	21	-	142.6	44
	old-fashioned	Adj	2	-	142.6	13
	suspicion	NoC	4	-	142.4	18
	wake	NoC	2	-	142.4	13
	cult	NoC	1	-	142.3	10
	sixpence	NoC	10	+	142.3	2
	ethical	Adj	2	-	142.2	13
	theology	NoC	2	-	142.2	13
	neck	NoC	32	-	142.2	59
	historic	Adj	8	-	142.2	25
	illustrates	Verb	2	-	142.2	12
	cognitive	Adj	2	-	142.2	13
	ambition	NoC	3	-	142.2	15
	less	DetP	68	-	142.2	105
	diversity	NoC	3	-	142.1	15
	cool	Adj	13	-	142.0	33
	Lamont	NoP	2	-	142.0	13
	multiple	Adj	8	-	141.9	24
	Jewish	Adj	8	-	141.8	24
	needs	NoC	71	-	141.8	109
	hatred	NoC	1	-	141.8	12
	architecture	NoC	12	-	141.7	30
	Dee	NoP	14	+	141.7	4
	elderly	Adj	27	-	141.7	52
	perceptions	NoC	2	-	141.7	13
	demand	Verb	7	-	141.6	23
	unusually	Adv	1	-	141.5	11
	inherent	Adj	3	-	141.5	14
	persistent	Adj	2	-	141.4	14
	Phil	NoP	37	+	141.4	18
	personality	NoC	12	-	141.3	31
	organizational	Adj	1	-	141.3	10
	regulations	NoC	21	-	141.2	45
	turn	NoC	52	-	141.1	85
	inability	NoC	2	-	141.0	12
	humanity	NoC	2	-	140.9	14
	spectrum	NoC	4	-	140.8	18
	cooker	NoC	15	+	140.8	4
	arguments	NoC	19	-	140.7	41
	sophisticated	Adj	9	-	140.7	26
	Blake	NoP	1	-	140.6	12
	grand	Adj	24	-	140.6	49
	considering	Verb	10	-	140.4	28
	Barnes	NoP	3	-	140.4	15
	amounted	Verb	1	-	140.4	10
	buyers	NoC	4	-	140.3	18
	publicly	Adv	4	-	140.3	17
	assigned	Verb	2	-	140.3	13
	trip	NoC	24	-	140.3	48
	processor	NoC	4	-	140.2	16
	furious	Adj	3	-	140.1	14
	exile	NoC	1	-	140.0	11
	colourful	Adj	2	-	140.0	12
	column	NoC	12	-	140.0	30
	repeatedly	Adv	3	-	140.0	14
	policies	NoC	58	-	139.9	92
	Peter	NoP	87	-	139.9	128
	plasma	NoC	1	-	139.8	11
	scent	NoC	1	-	139.8	10
	bread	NoC	61	+	139.8	35
	promising	Adj	3	-	139.7	14
	charter	NoC	8	-	139.5	24
	rear	Adj	3	-	139.5	15
	Morris	NoP	5	-	139.5	19
	estates	NoC	6	-	139.4	22
	tool	NoC	8	-	139.4	24
	pursuit	NoC	3	-	139.3	14
	depend	Verb	16	-	139.2	37
	panic	NoC	5	-	139.2	19
	contrary	NoC	3	-	139.2	14
	Cambridge	NoP	17	-	139.1	39
	harsh	Adj	4	-	139.1	17
	specimen	NoC	1	-	138.9	12
	Lydia	NoP	1	-	138.9	10
	attached	Verb	17	-	138.8	38
	Gloucestershire	NoP	3	-	138.8	16
	resort	NoC	6	-	138.8	20
	aviation	NoC	1	-	138.7	11
	Milan	NoP	1	-	138.7	11
	burst	Verb	6	-	138.7	20
	increases	Verb	6	-	138.6	21
	Alice	NoP	9	-	138.5	26
	walking	Verb	74	+	138.5	45
	lead*	NoC	31	-	138.5	57
	implicit	Adj	2	-	138.4	13
	precisely	Adv	17	-	138.2	37
	reminded	Verb	9	-	138.2	25
	journals	NoC	1	-	138.2	11
	interactions	NoC	1	-	138.2	12
	sir	NoC	143	-	138.2	194
	Romania	NoP	2	-	138.0	13
	comparative	Adj	3	-	137.9	15
	throne	NoC	2	-	137.8	13
	disciplines	NoC	2	-	137.8	12
	skill	NoC	17	-	137.8	37
	offices	NoC	23	-	137.7	46
	municipal	Adj	1	-	137.7	10
	Liverpool	NoP	31	-	137.6	58
	folly	NoC	1	-	137.6	11
	Hartlepool	NoP	1	-	137.6	11
	supervision	NoC	5	-	137.6	18
	footsteps	NoC	1	-	137.5	11
	reducing	Verb	13	-	137.5	31
	coupled	Verb	2	-	137.5	14
	Germans	NoC	10	-	137.4	27
	availability	NoC	6	-	137.4	21
	omitted	Verb	2	-	137.4	12
	novel	Adj	2	-	137.4	12
	myth	NoC	4	-	137.3	16
	sha~	VMod	15	+	137.3	4
	batteries	NoC	18	+	137.3	6
	weeks	NoC	198	+	137.3	149
	pursued	Verb	4	-	137.3	17
	turning	Verb	34	-	137.2	61
	fill	Verb	62	+	137.1	36
	openly	Adv	2	-	137.1	13
	comparatively	Adv	2	-	137.0	13
	burden	NoC	10	-	137.0	28
	edges	NoC	5	-	137.0	19
	imaginative	Adj	1	-	137.0	12
	conflicts	NoC	3	-	137.0	16
	heroes	NoC	2	-	136.8	12
	encourage	Verb	29	-	136.8	54
	GP/gp	NoC	1	-	136.7	11
	accumulation	NoC	1	-	136.7	10
	explore	Verb	8	-	136.7	24
	stocks	NoC	4	-	136.6	18
	demanding	Verb	5	-	136.6	20
	instruction	NoC	9	-	136.6	25
	namely	Adv	8	-	136.5	23
	applicable	Adj	3	-	136.5	15
	reasons	NoC	74	-	136.5	112
	geographical	Adj	4	-	136.5	17
	smell	Verb	25	+	136.5	10
	collapsed	Verb	4	-	136.4	18
	initially	Adv	19	-	136.4	40
	wall	NoC	79	-	136.4	118
	resisted	Verb	1	-	136.3	11
	bid	Verb	20	+	136.3	7
	published	Adj	1	-	136.3	10
	ministerial	Adj	1	-	136.3	11
	privileges	NoC	1	-	136.3	10
	boards	NoC	12	-	136.2	30
	brain	NoC	26	-	136.2	50
	please	Verb	2	-	136.1	12
	Land	NoP-	3	-	136.0	14
	crew	NoC	13	-	136.0	31
	presume	Verb	15	+	136.0	4
	colonies	NoC	1	-	135.9	11
	intensive	Adj	5	-	135.9	19
	added	Adj	4	-	135.8	16
	rows	NoC	7	-	135.8	22
	outstanding	Adj	13	-	135.8	32
	density	NoC	4	-	135.8	17
	controversial	Adj	7	-	135.8	23
	expects	Verb	3	-	135.8	15
	stake	NoC	6	-	135.8	21
	invention	NoC	2	-	135.8	12
	rebellion	NoC	1	-	135.7	11
	horizontal	Adj	2	-	135.6	13
	weekend	NoC	92	+	135.6	60
	privatisation	NoC	3	-	135.5	14
	represent	Verb	24	-	135.4	48
	expressions	NoC	3	-	135.3	14
	outlined	Verb	6	-	135.3	21
	constitutes	Verb	1	-	135.3	11
	worker	NoC	18	-	135.3	39
	fierce	Adj	4	-	135.2	17
	Abingdon	NoP	13	+	135.2	3
	protested	Verb	2	-	135.1	13
	preserve	Verb	4	-	135.1	16
	VAT/vat	NoC	9	-	135.0	26
	counterparts	NoC	1	-	134.9	10
	attempted	Adj	1	-	134.9	10
	democracy	NoC	22	-	134.9	45
	nanny	NoC	16	+	134.9	5
	problems	NoC	220	-	134.8	281
	protected	Verb	7	-	134.8	22
	option	NoC	31	-	134.8	57
	crash	NoC	7	-	134.8	23
	admired	Verb	2	-	134.8	12
	full-time	Adj	7	-	134.7	22
	extend	Verb	14	-	134.7	33
	Surrey	NoP	4	-	134.7	18
	benefits	NoC	46	-	134.5	77
	convicted	Verb	2	-	134.5	13
	tactics	NoC	3	-	134.4	16
	foundations	NoC	3	-	134.4	15
	Michelle	NoP	16	+	134.3	5
	functional	Adj	7	-	134.3	21
	unexpectedly	Adv	1	-	134.3	10
	Oxfordshire	NoP	31	+	134.2	14
	thinks	Verb	62	+	134.2	36
	clouds	NoC	5	-	134.2	18
	necessity	NoC	6	-	134.1	20
	pudding	NoC	20	+	134.1	7
	normal	Adj	88	-	134.0	129
	certificate	NoC	12	-	134.0	31
	mistress	NoC	2	-	134.0	13
	restore	Verb	5	-	133.9	18
	moved	Verb	106	-	133.9	150
	progressive	Adj	5	-	133.9	19
	tested	Verb	11	-	133.7	28
	peaks	NoC	1	-	133.6	11
	short-term	Adj	5	-	133.5	18
	orientation	NoC	2	-	133.5	12
	fabric	NoC	8	-	133.4	23
	Czechoslovakia	NoP	2	-	133.3	12
	justified	Verb	7	-	133.3	22
	Steven	NoP	25	+	133.3	10
	immense	Adj	3	-	133.2	15
	refuge	NoC	1	-	133.2	11
	deliberately	Adv	12	-	133.2	30
	Alexandra	NoP	1	-	133.2	10
	Nicholson	NoP	2	-	133.2	12
	express	Verb	14	-	133.1	34
	curve	NoC	10	-	133.1	27
	madame	Fore	2	-	133.1	12
	unaware	Adj	2	-	133.0	13
	reflects	Verb	8	-	133.0	23
	bargaining	NoC	2	-	132.9	13
	descent	NoC	2	-	132.9	12
	radiation	NoC	5	-	132.8	19
	represents	Verb	16	-	132.7	35
	fingers	NoC	34	-	132.7	61
	reproduction	NoC	2	-	132.7	13
	standard	NoC	32	-	132.7	58
	Jews	NoC	6	-	132.7	20
	blacks	NoC	3	-	132.6	15
	employee	NoC	14	-	132.5	33
	Gregory	NoP	1	-	132.4	11
	Thompson	NoP	3	-	132.4	15
	accounted	Verb	3	-	132.4	15
	emerges	Verb	1	-	132.4	11
	tragedy	NoC	6	-	132.4	19
	slopes	NoC	2	-	132.4	11
	Palestinian	Adj	2	-	132.4	11
	crossed	Verb	14	-	132.3	32
	forms	Verb	5	-	132.2	19
	deciding	Verb	6	-	132.1	20
	Reynolds	NoP	2	-	132.1	12
	exhibitions	NoC	3	-	132.0	14
	receiving	Verb	13	-	132.0	31
	du	Fore	2	-	131.9	13
	delivery	NoC	18	-	131.8	38
	contribute	Verb	11	-	131.8	28
	inside	Prep	47	-	131.6	77
	Hunt	NoP	2	-	131.6	12
	extending	Verb	4	-	131.6	17
	launch	NoC	6	-	131.5	20
	argument	NoC	54	-	131.5	86
	regional	Adj	50	-	131.5	81
	independently	Adv	3	-	131.4	15
	manor	NoC	3	-	131.3	15
	subtle	Adj	6	-	131.3	20
	severely	Adv	5	-	131.2	19
	faces	Verb	3	-	131.2	15
	taxation	NoC	10	-	131.2	27
	stimulus	NoC	4	-	131.2	16
	horror	NoC	8	-	131.1	23
	strengthened	Verb	2	-	131.1	11
	murdered	Verb	3	-	131.1	15
	penalties	NoC	2	-	131.0	12
	historians	NoC	5	-	131.0	17
	novels	NoC	3	-	130.9	14
	solely	Adv	5	-	130.9	18
	pension	NoC	69	+	130.9	42
	conference	NoC	69	-	130.8	104
	earliest	Adj	6	-	130.8	20
	sustained	Verb	2	-	130.7	13
	preparation	NoC	16	-	130.7	35
	enquired	Verb	1	-	130.6	10
	Ward	NoP	4	-	130.6	16
	grammatical	Adj	1	-	130.5	11
	freely	Adv	5	-	130.5	17
	claim	Verb	26	-	130.5	50
	consist	Verb	3	-	130.4	13
	resentment	NoC	1	-	130.4	11
	invited	Verb	22	-	130.4	44
	mainstream	Adj	1	-	130.4	11
	surrounding	Adj	5	-	130.4	18
	demonstrations	NoC	4	-	130.3	16
	communist	Adj	22	-	130.3	44
	Wallace	NoP	1	-	130.3	10
	evolved	Verb	2	-	130.2	13
	farming	NoC	8	-	130.2	23
	flew	Verb	9	-	130.2	25
	shared	Adj	4	-	130.2	16
	observe	Verb	5	-	130.1	18
	connected	Verb	14	-	130.1	33
	insufficient	Adj	3	-	130.1	15
	no doubt	Adv	18	-	130.1	39
	participate	Verb	5	-	130.1	19
	illegal	Adj	10	-	130.0	26
	provinces	NoC	2	-	130.0	12
	profound	Adj	4	-	129.9	16
	Polish	Adj	4	-	129.9	16
	allied	Adj	3	-	129.9	15
	competitors	NoC	5	-	129.9	18
	flowers	NoC	31	-	129.8	56
	manufacturer	NoC	6	-	129.8	19
	appeals	NoC	4	-	129.7	16
	differ	Verb	6	-	129.7	20
	scrutiny	NoC	2	-	129.7	13
	sacred	Adj	3	-	129.7	14
	preparing	Verb	11	-	129.6	27
	spoke	Verb	43	-	129.6	73
	reward	NoC	5	-	129.5	18
	doctrine	NoC	5	-	129.5	19
	Tokyo	NoP	2	-	129.5	12
	fighting	NoC	7	-	129.4	22
	accounting	NoC	10	-	129.3	27
	glimpse	NoC	1	-	129.3	10
	intercourse	NoC	1	-	129.3	10
	intends	Verb	2	-	129.2	12
	Sara	NoP	3	-	129.2	14
	fractions	NoC	14	+	129.2	4
	lakes	NoC	2	-	129.2	13
	celebrated	Verb	2	-	129.2	11
	mood	NoC	16	-	129.1	35
	divine	Adj	3	-	129.1	14
	embassy	NoC	3	-	128.9	15
	Newcastle	NoP	11	-	128.9	28
	removing	Verb	3	-	128.9	15
	enabling	Verb	3	-	128.9	15
	enhanced	Verb	2	-	128.8	12
	default	NoC	1	-	128.8	11
	posed	Verb	3	-	128.8	14
	cost	Verb	84	+	128.8	54
	gradually	Adv	18	-	128.8	39
	screamed	Verb	2	-	128.7	12
	assistant	Adj	5	-	128.7	19
	raising	Verb	10	-	128.7	27
	condemned	Verb	3	-	128.7	15
	privilege	NoC	5	-	128.6	17
	psychiatric	Adj	2	-	128.6	12
	unwilling	Adj	1	-	128.5	11
	passages	NoC	2	-	128.3	13
	allowed	Verb	105	-	128.3	147
	Hitler	NoP	5	-	128.3	19
	tobacco	NoC	4	-	128.3	16
	commerce	NoC	5	-	128.3	17
	bands	NoC	7	-	128.3	22
	announcement	NoC	9	-	128.3	26
	Kyle	NoP	10	+	128.2	2
	quickly	Adv	88	-	128.1	128
	Venice	NoP	2	-	128.1	11
	course	NoC	143	-	128.0	192
	lesser	Adj	6	-	127.9	19
	pen	NoC	36	+	127.9	18
	answered	Verb	19	-	127.9	40
	registered	Verb	7	-	127.8	22
	Athens	NoP	2	-	127.8	12
	socially	Adv	4	-	127.8	17
	wing	NoC	13	-	127.7	30
	biological	Adj	7	-	127.7	21
	Geneva	NoP	2	-	127.7	11
	innocent	Adj	8	-	127.6	23
	recover	Verb	7	-	127.6	22
	disturbed	Verb	2	-	127.6	13
	mail	NoC	16	-	127.5	35
	refuse	Verb	8	-	127.5	23
	fallen	Verb	18	-	127.4	38
	Emily	NoP	7	-	127.4	21
	faded	Verb	1	-	127.4	10
	avoiding	Verb	4	-	127.4	16
	rivers	NoC	7	-	127.3	21
	Allan	NoP	2	-	127.3	11
	magnitude	NoC	1	-	127.3	10
	signals	NoC	6	-	127.2	20
	ulcer	NoC	1	-	127.2	11
	influence	Verb	10	-	127.1	27
	reluctance	NoC	2	-	127.1	11
	heroin	NoC	1	-	127.1	10
	lonely	Adj	5	-	127.1	19
	spirits	NoC	6	-	127.0	21
	middle	NoC	86	+	126.9	56
	Scots	NoC	3	-	126.9	13
	reflection	NoC	7	-	126.9	22
	populations	NoC	4	-	126.8	16
	assist	Verb	10	-	126.8	27
