	Word	PoS		FrCo	Ra	DiDe		LogLike	FrTO	Ra	DiCG
	weekend	NoC	%	166	4	0.93	+	251.4	62	6	0.92
	@	@	weekend	149	4	0.92	+	250.3	53	6	0.91
	@	@	weekends	16	4	0.84	+	8.6	10	6	0.84
	well	Adv	:	7713	4	0.96	+	7540.0	3665	6	0.96
	what	DetP	:	9138	4	0.97	+	3170.9	6065	6	0.94
	whatever	DetP	:	286	4	0.98	-	0.2	291	6	0.94
	when	Adv	:	656	4	0.97	+	205.9	445	6	0.91
	when	Conj	:	2574	4	0.95	+	315.8	2037	6	0.92
	where	Adv	:	1649	4	0.97	+	367.4	1196	6	0.97
	where	Conj	:	163	4	0.96	+	0.3	159	6	0.93
	whether	Conj	:	281	4	0.95	-	314.5	503	6	0.96
	which	DetP	:	818	4	0.98	-	7093.9	3159	6	0.93
	while	Conj	:	158	4	0.90	+	0.2	154	6	0.96
	white	Adj	%	195	4	0.90	+	212.2	88	6	0.87
	@	@	white	194	4	0.90	+	211.5	88	6	0.87
	who	Pron	:	1534	4	0.95	-	244.9	1948	6	0.93
	whole	Adj	:	181	4	0.94	-	133.6	294	6	0.95
	why	Adv	:	1551	4	0.94	+	1195.9	813	6	0.94
	wife	NoC	%	81	4	0.92	-	82.3	141	6	0.91
	@	@	wife	78	4	0.93	-	58.6	127	6	0.90
	@	@	wives	3	3	0.47	-	40.0	14	6	0.76
	will	VMod	%	6726	4	0.97	+	1880.1	4674	6	0.96
	@	@	'll	4559	4	0.97	+	5040.5	2044	6	0.92
	@	@	will	1244	4	0.96	-	1652.7	2332	6	0.90
	@	@	wo~	923	4	0.96	+	1741.9	298	6	0.98
	win	Verb	%	193	4	0.86	+	62.7	130	6	0.72
	@	@	win	85	4	0.85	+	27.1	58	6	0.69
	@	@	winning	12	4	0.90	-	0.2	13	6	0.72
	@	@	wins	6	4	0.58	-	1.6	8	6	0.58
	@	@	won	89	4	0.86	+	53.8	51	6	0.72
	window	NoC	%	204	4	0.93	+	174.9	102	6	0.74
	@	@	window	136	4	0.96	+	150.8	61	6	0.84
	@	@	windows	68	4	0.84	+	32.4	41	6	0.57
	wish	Verb	%	105	4	0.91	-	51.9	157	6	0.79
	@	@	wish	88	4	0.92	-	40.7	130	6	0.79
	@	@	wished	14	4	0.80	+	4.5	9	6	0.74
	@	@	wishes	1	4	0.80	-	43.4	11	6	0.80
	@	@	wishing	2	3	0.58	-	12.1	7	5	0.75
	with	Prep	:	3932	4	0.99	-	428.8	4798	6	0.98
	within	Prep	:	49	4	0.82	-	1442.2	392	6	0.85
	without	Prep	:	171	4	0.90	-	100.2	265	6	0.95
	woman	NoC	%	255	4	0.88	-	271.2	450	6	0.76
	@	@	woman	173	4	0.86	+	62.2	114	6	0.79
	@	@	women	81	4	0.88	-	804.9	336	6	0.74
	wonder	Verb	%	249	4	0.96	+	132.8	148	6	0.92
	@	@	wonder	174	4	0.95	+	137.8	90	6	0.86
	@	@	wondered	38	4	0.98	+	9.2	27	6	0.84
	@	@	wondering	35	4	0.92	+	5.2	27	6	0.92
	@	@	wonders	2	4	0.80	-	1.8	3	6	0.85
	word	NoC	%	309	4	0.86	-	213.9	495	6	0.90
	@	@	word	167	4	0.86	-	76.3	246	6	0.87
	@	@	words	142	4	0.85	-	144.0	248	6	0.90
	work	NoC	:	457	4	0.97	-	255.4	700	6	0.92
	work	Verb	%	705	4	0.96	-	403.1	1086	6	0.91
	@	@	work	323	4	0.96	-	148.9	478	6	0.92
	@	@	worked	94	4	0.92	-	167.2	192	6	0.84
	@	@	working	212	4	0.93	-	129.0	330	6	0.89
	@	@	works	77	4	0.87	-	2.9	86	6	0.95
	worker	NoC	%	15	4	0.79	-	480.3	126	6	0.84
	@	@	worker	7	4	0.74	-	55.4	25	6	0.90
	@	@	workers	8	4	0.61	-	443.1	101	6	0.79
	world	NoC	%	115	4	0.90	-	576.3	343	6	0.84
	@	@	world	112	4	0.90	-	586.9	341	6	0.84
	@	@	worlds	3	4	0.64	+	0.6	2	5	0.63
	worry	Verb	%	153	4	0.95	+	136.0	75	6	0.95
	@	@	worried	1	4	0.81	-	3.1	3	6	0.83
	@	@	worries	4	4	0.71	-	4.0	7	6	0.77
	@	@	worry	142	4	0.94	+	171.9	61	6	0.93
	@	@	worrying	5	4	0.92	+	0.2	4	6	0.79
	worth	Prep	:	122	4	0.95	+	3.8	109	6	0.94
	would	VMod	%	3737	4	0.99	-	875.3	4975	6	0.94
	@	@	'd	1360	4	0.97	+	161.3	1081	6	0.85
	@	@	would	2378	4	0.99	-	1826.9	3894	6	0.94
	write	Verb	%	335	4	0.90	-	162.0	499	6	0.90
	@	@	write	178	4	0.90	-	28.4	226	6	0.84
	@	@	writes	6	4	0.80	-	4.4	10	6	0.60
	@	@	writing	40	4	0.84	-	62.7	78	6	0.90
	@	@	written	55	4	0.91	-	119.5	120	6	0.95
	@	@	wrote	55	4	0.92	-	3.9	65	6	0.89
	wrong	Adj	:	290	4	0.95	+	19.4	245	6	0.92
	X / x	Lett	%	24	4	0.56	-	900.3	226	6	0.76
	@	@	x	21	4	0.57	-	764.7	194	6	0.77
	@	@	x.	3	3	0.42	-	136.0	32	6	0.66
	yeah	Int	:	13955	4	0.96	+	32679.5	3741	6	0.78
	year	NoC	%	1014	4	0.96	-	1200.0	1844	6	0.95
	@	@	year	562	4	0.97	-	534.1	967	6	0.90
	@	@	years	452	4	0.91	-	676.9	877	6	0.94
	yep	Int	:	176	4	0.98	+	209.1	76	6	0.68
	yes	Int	:	4247	4	0.88	+	303.0	3562	6	0.91
	yesterday	Adv	:	277	4	0.95	+	391.5	109	6	0.87
	yet	Adv	:	403	4	0.93	+	209.3	241	6	0.96
	yo	Uncl	:	175	4	0.94	+	358.3	53	6	0.70
	York	NoP	:	18	4	0.89	-	1110.0	246	6	0.47
	you	Pron	%	32334	4	0.99	+	10464.0	21796	6	0.92
	@	@	ya	246	4	0.81	+	1035.9	29	6	0.58
	@	@	ye	3	2	0.42	-	0.0	3	4	0.57
	@	@	you	32085	4	0.99	+	10086.5	21764	6	0.92
	young	Adj	%	184	4	0.93	-	72.9	265	6	0.87
	@	@	young	135	4	0.92	-	84.6	211	6	0.87
	@	@	younger	38	4	0.94	-	4.3	47	6	0.85
	@	@	youngest	11	4	0.86	+	4.9	7	6	0.79
	your	Det	%	3436	4	0.97	+	810.9	2465	6	0.90
	@	@	your	3435	4	0.97	+	809.7	2465	6	0.90
	yours	Pron	:	176	4	0.95	+	449.6	43	6	0.87
	yourself	Pron	:	182	4	0.96	+	0.0	182	6	0.91
