	Word	PoS		FrIm	Ra	DiIm		LL    	FrIn	Ra	DiIn
	@	@	walking	106	19	0.96	+	1544.3	29	71	0.91
	@	@	walks	11	19	0.86	+	72.1	5	68	0.92
	wall	NoC	%	379	19	0.96	+	4037.9	133	71	0.92
	@	@	wall	256	19	0.95	+	3058.9	83	71	0.92
	@	@	walls	123	19	0.95	+	1026.1	50	71	0.92
	want	Verb	%	1691	19	0.97	+	21716.2	518	71	0.95
	@	@	wan~	5	18	0.77	+	45.9	2	33	0.69
	@	@	want	969	19	0.97	+	12635.1	293	71	0.94
	@	@	wanted	565	19	0.96	+	9475.7	137	71	0.95
	@	@	wantin'	1	5	0.54	+	28.4	0	1	0.00
	@	@	wanting	51	19	0.94	+	629.6	16	71	0.94
	@	@	wants	101	19	0.96	+	175.6	70	71	0.91
	war	NoC	%	176	19	0.89	-	1548.2	346	71	0.94
	@	@	war	166	19	0.89	-	1428.3	324	71	0.94
	@	@	wars	10	19	0.88	-	121.5	22	71	0.93
	watch	Verb	%	544	19	0.98	+	11115.6	107	71	0.93
	@	@	watch	111	19	0.95	+	998.7	43	71	0.93
	@	@	watched	238	19	0.97	+	6919.8	28	71	0.92
	@	@	watches	6	17	0.83	+	61.3	2	53	0.87
	@	@	watching	189	19	0.96	+	4153.4	34	71	0.93
	water	NoC	%	397	19	0.95	+	13.6	378	71	0.92
	@	@	water	375	19	0.94	+	18.6	353	71	0.92
	@	@	waters	22	19	0.92	-	3.9	25	71	0.90
	way	NoC	%	1362	19	0.98	+	1633.5	1005	71	0.97
	@	@	way	1293	19	0.98	+	3131.8	829	71	0.97
	@	@	ways	70	19	0.97	-	1292.9	176	71	0.95
	we	Pron	%	3958	19	0.97	+	2406.1	3200	71	0.95
	@	@	us	773	19	0.96	+	1502.3	521	71	0.95
	@	@	we	3186	19	0.97	+	1304.4	2679	71	0.95
	wear	Verb	%	328	19	0.97	+	4092.6	103	71	0.92
	@	@	wear	67	19	0.95	+	401.6	32	71	0.90
	@	@	wearing	120	19	0.96	+	1735.1	33	71	0.91
	@	@	wears	10	19	0.80	+	21.0	6	63	0.87
	@	@	wore	97	19	0.95	+	2347.2	15	68	0.91
	@	@	worn	34	19	0.96	+	220.4	15	71	0.92
	week	NoC	%	345	19	0.96	-	455.5	458	71	0.93
	@	@	week	212	19	0.96	-	483.1	306	71	0.92
	@	@	weeks	133	19	0.95	-	38.2	153	71	0.94
	well	Adv	:	1187	19	0.97	+	9567.0	490	71	0.97
	what	DetP	:	3840	19	0.98	+	36613.1	1443	71	0.96
	when	Adv	:	467	19	0.98	+	122.5	407	71	0.97
	when	Conj	:	2224	19	0.99	+	4313.8	1500	71	0.97
	where	Adv	:	823	19	0.97	+	3078.7	468	71	0.97
	where	Conj	:	407	19	0.98	-	359.1	514	71	0.96
	whether	Conj	:	189	19	0.94	-	1460.1	357	71	0.95
	which	DetP	:	1689	19	0.96	-	34975.1	4464	71	0.98
	while	Conj	:	486	19	0.97	-	141.2	557	71	0.98
	white	Adj	%	378	19	0.97	+	2486.7	173	71	0.95
	@	@	white	377	19	0.97	+	2475.2	172	71	0.95
	@	@	whiter	1	15	0.83	+	5.0	1	22	0.70
	who	Pron	:	2004	19	0.98	-	75.5	2108	71	0.97
	whole	Adj	:	245	19	0.97	+	113.0	204	71	0.97
	whose	DetP	:	136	19	0.95	-	768.8	237	71	0.98
	why	Adv	:	1025	19	0.97	+	14721.3	287	71	0.95
	wide	Adj	%	110	19	0.96	-	638.7	193	71	0.96
	@	@	wide	97	19	0.95	-	105.2	126	71	0.96
	@	@	wider	12	19	0.93	-	998.7	63	71	0.95
	@	@	widest	1	10	0.74	-	49.9	4	67	0.93
	wife	NoC	%	311	19	0.94	+	1304.2	170	71	0.90
	@	@	wife	288	19	0.94	+	1385.2	150	71	0.90
	@	@	wives	23	19	0.93	+	5.8	20	71	0.88
	will	VMod	%	3083	19	0.97	-	4.5	3114	71	0.95
	@	@	'll	1568	19	0.96	+	47727.7	167	71	0.88
	@	@	will	1185	19	0.97	-	19879.4	2887	71	0.95
	@	@	wo~	330	19	0.97	+	7112.1	61	70	0.88
	win	Verb	%	86	19	0.93	-	3179.9	294	71	0.90
	@	@	win	34	19	0.91	-	852.6	98	71	0.89
	@	@	winning	10	19	0.91	-	498.5	40	71	0.89
	@	@	wins	3	16	0.79	-	148.5	11	69	0.89
	@	@	won	39	19	0.92	-	1710.2	145	71	0.90
	window	NoC	%	425	19	0.96	+	4906.6	141	71	0.84
	@	@	window	302	19	0.96	+	6344.6	57	71	0.93
	@	@	windows	124	19	0.95	+	234.0	84	71	0.75
	wish	Verb	%	268	19	0.97	+	1059.3	149	71	0.95
	@	@	wish	144	19	0.96	+	372.8	91	71	0.93
	@	@	wished	91	19	0.96	+	1245.4	27	71	0.94
	@	@	wishes	9	19	0.88	-	87.5	18	71	0.91
	@	@	wishing	24	19	0.91	+	82.9	14	71	0.95
	with	Prep	:	7136	19	0.99	+	333.0	6740	71	0.99
	within	Prep	:	155	19	0.94	-	6306.1	554	71	0.96
	without	Prep	:	537	19	0.98	+	136.5	469	71	0.98
	woman	NoC	%	853	19	0.97	+	1217.4	611	71	0.93
	@	@	woman	578	19	0.97	+	8649.4	156	71	0.93
	@	@	women	275	19	0.95	-	1249.6	455	71	0.92
	wonder	Verb	%	375	19	0.97	+	10211.2	49	71	0.94
	@	@	wonder	88	19	0.96	+	1310.3	24	71	0.94
	@	@	wondered	202	19	0.97	+	7933.6	11	69	0.92
	@	@	wondering	82	19	0.95	+	2373.1	10	69	0.93
	@	@	wonders	3	17	0.78	-	3.7	4	67	0.91
	word	NoC	%	602	19	0.97	+	1280.4	398	71	0.93
	@	@	word	265	19	0.98	+	609.9	172	71	0.92
	@	@	words	337	19	0.96	+	672.6	226	71	0.93
	work	NoC	%	340	19	0.95	-	4168.8	742	71	0.96
	@	@	work	340	19	0.95	-	4168.1	742	71	0.96
	work	Verb	%	527	19	0.97	-	285.6	635	71	0.97
	@	@	work	203	19	0.98	-	154.2	252	71	0.96
	@	@	worked	144	19	0.97	+	69.0	119	71	0.96
	@	@	working	150	19	0.95	-	149.1	192	71	0.96
	@	@	works	28	19	0.94	-	470.0	69	71	0.96
	@	@	wrought	2	17	0.84	+	0.0	2	58	0.90
	worker	NoC	%	31	19	0.91	-	4578.4	238	71	0.91
	@	@	worker	11	19	0.93	-	581.1	46	71	0.90
	@	@	workers	20	19	0.87	-	4086.6	192	71	0.91
	world	NoC	%	404	19	0.96	-	2246.2	701	71	0.96
	@	@	world	393	19	0.96	-	2307.3	690	71	0.96
	@	@	worlds	12	19	0.80	+	1.2	11	67	0.92
	would	VMod	%	4464	19	0.98	+	22818.4	2271	71	0.97
	@	@	'd	859	19	0.97	+	25050.1	99	70	0.90
	@	@	would	3604	19	0.98	+	11068.8	2172	71	0.97
	write	Verb	%	328	19	0.86	-	288.4	414	71	0.96
	@	@	write	91	19	0.92	-	10.6	99	71	0.94
	@	@	writes	7	18	0.87	-	520.1	34	71	0.89
	@	@	writing	40	19	0.92	-	215.1	69	71	0.95
	@	@	written	71	19	0.95	-	281.6	113	71	0.96
	@	@	wrote	120	19	0.60	+	58.8	99	71	0.94
	wrong	Adj	%	249	19	0.98	+	1874.8	107	71	0.95
	@	@	wrong	249	19	0.97	+	1873.6	107	71	0.95
	year	NoC	%	751	19	0.96	-	13694.8	1889	71	0.96
	@	@	year	212	19	0.95	-	11089.9	864	71	0.94
	@	@	years	539	19	0.96	-	4234.0	1025	71	0.97
	yes	Int	:	873	19	0.96	+	31021.7	65	71	0.94
	yesterday	Adv	:	77	19	0.93	-	2096.0	228	69	0.76
	yet	Adv	:	456	19	0.97	+	846.1	311	71	0.96
	you	Pron	%	12855	19	0.97	+	249236.8	2683	71	0.92
	@	@	y'	0	2	0.12	+	0.2	0	7	0.55
	@	@	ya	5	15	0.76	+	94.3	1	32	0.81
	@	@	ye	55	19	0.50	+	1531.8	7	62	0.78
	@	@	you	12794	19	0.97	+	247719.1	2674	71	0.92
	young	Adj	%	560	19	0.96	+	1445.0	354	71	0.96
	@	@	young	482	19	0.96	+	1463.3	291	71	0.95
	@	@	younger	65	19	0.95	+	53.2	51	71	0.94
	@	@	youngest	14	19	0.87	+	3.6	12	70	0.85
	your	Det	%	2048	19	0.96	+	11409.6	1007	71	0.91
	@	@	yer	29	19	0.72	+	750.5	4	29	0.49
	@	@	your	2019	19	0.96	+	10972.4	1003	71	0.91
	yourself	Pron	:	202	19	0.96	+	2103.3	72	70	0.89
